entity,entity_id,field,issue_type,severity,detected_value,corrected_value,action,evidence,confidence,checker,detected_at
classes,cls_competition_squad_khalifa,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922389+00:00
classes,cls_technique_clinic_khalifa,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922390+00:00
classes,cls_tactics_workshop_khalifa,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922391+00:00
classes,cls_ladies_beginner_academy_khalifa_2,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922393+00:00
classes,cls_adult_beginner_course_alain,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922394+00:00
classes,cls_ladies_beginner_academy_alain,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922396+00:00
classes,cls_ladies_social_doubles_alain,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922397+00:00
classes,cls_cardio_padel_alain,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922399+00:00
classes,cls_technique_clinic_alain,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922400+00:00
classes,cls_adult_beginner_course_majaz,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922402+00:00
classes,cls_ladies_adult_improver_course_majaz,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922404+00:00
classes,cls_ladies_beginner_academy_majaz,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922405+00:00
classes,cls_ladies_social_doubles_majaz,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922406+00:00
classes,cls_cardio_padel_majaz,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922408+00:00
classes,cls_competition_squad_majaz,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922409+00:00
classes,cls_technique_clinic_majaz,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922411+00:00
classes,cls_ladies_morning_social_drills_majaz,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922412+00:00
classes,cls_ladies_tactics_workshop_majaz,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922413+00:00
classes,cls_ladies_adult_beginner_course_majaz,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922415+00:00
classes,cls_ladies_adult_improver_course_majaz_2,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922416+00:00
classes,cls_ladies_beginner_academy_majaz_2,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922417+00:00
classes,cls_adult_beginner_course_ajman,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922419+00:00
classes,cls_adult_improver_course_ajman,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922421+00:00
classes,cls_ladies_beginner_academy_ajman,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922422+00:00
classes,cls_ladies_social_doubles_ajman,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922423+00:00
classes,cls_cardio_padel_ajman,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922425+00:00
classes,cls_competition_squad_ajman,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922426+00:00
classes,cls_technique_clinic_ajman,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922428+00:00
classes,cls_morning_social_drills_ajman,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922429+00:00
classes,cls_adult_beginner_course_rak,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922430+00:00
classes,cls_adult_improver_course_rak,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922432+00:00
classes,cls_ladies_social_doubles_rak,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922433+00:00
classes,cls_cardio_padel_rak,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922435+00:00
classes,cls_competition_squad_rak,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922436+00:00
classes,cls_technique_clinic_rak,max_age,nullable_by_design,info,,,validated_ok,"adult class, no upper age limit (owner-confirmed convention)",,rules.outliers,2026-08-17T10:40:07.922438+00:00
courts,crt_alquoz_sc03,description,unusable_text,warning,JavaScript is required to view padel court booking availability. Please enable JavaScript and reload. Error code BK-500.,,quarantined,injected noise: 'JavaScript is required',,adjudicate,2026-08-17T10:41:16.504826+00:00
courts,crt_majaz_sc01,description,unusable_text,warning,Home > Branches > Padel > Court Booking > Availability. Skip to main content. Menu: Book a court | Coaching | Ladies ses,,quarantined,injected noise: 'Home >',,adjudicate,2026-08-17T10:44:51.855402+00:00
courts,crt_rak_rc02,description,unusable_text,warning,"<div class=""court-listing""><span>Padel Court Booking</span><ul><li>indoor court</li><li>outdoor court</li><li>coach</li>",,quarantined,"injected noise: '<div class=""court-listing"">'",,adjudicate,2026-08-17T10:45:42.241957+00:00
coaches,cch_ahmed_sultan,bio,extraction_failed,error,"Ahmed's padel journey began almost by accident, filling in for a friend's group lesson nearly a decade ago, and he disco",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:08.319880+00:00
coaches,cch_chiara_rossi,bio,extraction_failed,error,"Chiara arrived at padel through a background in fitness training, and it shows in the energy she brings to every session",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:08.707818+00:00
coaches,cch_bilal_chaudhry,bio,extraction_failed,error,"Bilal's own introduction to padel came through junior coaching programmes, and he quickly realised that working with you",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:09.086706+00:00
coaches,cch_reem_darwish,bio,extraction_failed,error,"Reem Darwish grew up chasing tennis balls around Abu Dhabi before padel pulled her in for good, drawn by the glass walls",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:09.503704+00:00
coaches,cch_marwan_haddad,bio,extraction_failed,error,"Marwan Haddad has spent nine years on court at Baseline Khalifa City, and in that time he's coached everyone from nervou",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:09.876716+00:00
coaches,cch_javier_molina,bio,extraction_failed,error,"Javier Molina brought fourteen years of competitive padel experience with him from Spain, including a stretch on the pro",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:10.279569+00:00
coaches,cch_aisha_al_marri,bio,extraction_failed,error,"Aisha Al Marri came to padel later than most, discovering the sport through a ladies' social league and falling for it a",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:10.624213+00:00
coaches,cch_ravi_menon,bio,extraction_failed,error,"Ravi Menon has spent eight years coaching at Baseline Khalifa City, building a strong following among juniors and techni",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:11.034145+00:00
coaches,cch_salem_al_ketbi,bio,extraction_failed,error,"Salem Al Ketbi grew up chasing tennis balls before padel took hold across the region, and he made the switch early enoug",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:11.348674+00:00
coaches,cch_marta_vidal,bio,extraction_failed,error,"Marta Vidal arrived in padel through athletics, spending years building conditioning programmes for racket sport players",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:11.754201+00:00
coaches,cch_hamad_al_dhaheri,bio,extraction_failed,error,"Hamad Al Dhaheri has spent his life around Al Ain's sporting community, first as a football coach for youth teams before",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:12.169885+00:00
coaches,cch_gonzalo_ferrer,bio,extraction_failed,error,"Gonzalo Ferrer built his playing career on the professional circuit back home before relocating to the UAE, bringing ove",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:12.487172+00:00
coaches,cch_mariam_al_ameri,bio,extraction_failed,error,"Mariam Al Ameri took up padel as a teenager, drawn in by a ladies' social league before she'd ever considered coaching a",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:12.898086+00:00
coaches,cch_ibrahim_saleh,bio,extraction_failed,error,Ibrahim Saleh grew up hitting tennis balls against the wall of his family's garage in Al Ain before switching codes to p,,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:13.492304+00:00
coaches,cch_noura_al_suwaidi,bio,extraction_failed,error,"Noura Al Suwaidi discovered padel almost by accident, joining a friend's ladies session at Al Majaz and staying long aft",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:14.006368+00:00
coaches,cch_shaikha_al_qasimi,bio,extraction_failed,error,"Shaikha Al Qasimi came to padel through squash, a sport she played competitively through her school years before a shoul",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:14.515659+00:00
coaches,cch_ricardo_duarte,bio,extraction_failed,error,"Ricardo Duarte spent over a decade on the competitive padel circuit before joining Baseline Al Majaz, playing tournament",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:14.839422+00:00
coaches,cch_zayed_al_nuaimi,bio,extraction_failed,error,"Zayed Al Nuaimi still remembers being handed his first padel racket as a child at a Baseline holiday camp, an experience",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:15.269926+00:00
coaches,cch_amina_belhaj,bio,extraction_failed,error,"Amina Belhaj grew up chasing tennis balls around community courts before padel pulled her in for good, drawn by the soci",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:15.594120+00:00
coaches,cch_carlos_ibanez,bio,extraction_failed,error,"Carlos Ibanez played competitive padel across Spain for the best part of a decade, moving through club leagues and regio",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:15.908272+00:00
coaches,cch_saif_al_shamsi,bio,extraction_failed,error,"Saif is the newest face among Baseline's coaching staff, but what he lacks in years he makes up for in enthusiasm, havin",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:16.237622+00:00
coaches,cch_valentina_cruz,bio,extraction_failed,error,Valentina Cruz built her playing career on clay and hard courts back home before switching codes to padel almost a decad,,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:16.668324+00:00
coaches,cch_hassan_nofal,bio,extraction_failed,error,"Hassan Nofal came to padel through years of coaching youth football, and when a knee injury ended his own playing ambiti",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:17.095325+00:00
coaches,cch_dina_kamal,bio,extraction_failed,error,Dina Kamal grew up playing racquet sports along the Corniche long before padel had a court to call its own in the emirat,,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:17.487724+00:00
coaches,cch_adam_whitfield,bio,extraction_failed,error,"Adam Whitfield discovered padel almost by accident, filling in for a friend at a mixed social match and never quite leav",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:17.901637+00:00
coaches,cch_maya_khoury,bio,extraction_failed,error,"Maya Khoury's playing career took her across several countries before padel became her sole focus, and that well-travell",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:18.221018+00:00
coaches,cch_sergio_lima,bio,extraction_failed,error,"Sergio Lima spent over a decade competing on padel courts before he ever picked up a coaching whistle, and eleven years ",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:18.667540+00:00
coaches,cch_khalid_al_mazrouei,bio,extraction_failed,error,Khalid Al Mazrouei started out coaching junior football before padel pulled him across to the glass courts at the Marina,,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:19.021114+00:00
classes,cls_adult_beginner_course_alquoz,description,extraction_failed,error,"This course is the natural starting point for adults aged sixteen and over who have never picked up a padel bat, and it ",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:19.431459+00:00
classes,cls_adult_improver_course_alquoz,description,extraction_failed,error,Baseline Al Quoz's Adult Improver Course is built for mixed players aged 16 and above who already have padel fundamental,,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:19.754535+00:00
classes,cls_ladies_beginner_academy_alquoz,description,extraction_failed,error,"Ladies Beginner Academy at Baseline Al Quoz is a relaxed, ladies-only introduction to padel, open to anyone aged sixteen",,quarantined,LLM extraction failed or was refused; no claims recorded,,adjudicate,2026-08-17T10:49:20.064806+00:00
